label,true BS,pred BS
train,13,11.806638479232788
train,11,7.455968141555786
train,9,8.464854300022125
train,17,12.500481128692627
train,10,10.731985211372375
train,15,13.252452611923218
train,7,4.967920124530792
train,15,8.880538880825043
train,11,9.000380992889404
train,17,10.354738593101501
train,17,12.06389570236206
train,5,6.086619585752487
train,17,12.854578852653503
train,17,14.123932003974915
train,9,11.939863324165344
train,6,6.375078916549683
train,7,12.738995432853699
train,11,11.151613473892212
train,13,13.070294737815857
train,11,11.42795991897583
train,8,8.405130803585052
train,8,7.207371413707733
train,6,3.8826537132263184
train,11,11.532042741775513
train,10,12.54497230052948
train,13,13.627828359603882
train,8,8.620731949806213
train,11,12.977678298950195
train,10,10.68076241016388
train,7,6.957769989967346
train,10,8.336642920970917
train,8,7.537976026535034
train,17,13.224689960479736
train,15,13.303276538848877
train,15,13.131128072738647
train,7,7.513362646102905
train,6,4.601236581802368
train,11,9.469312369823456
train,17,13.814040064811707
train,11,10.621849179267883
train,9,13.996745347976685
train,8,9.737010836601257
train,7,8.78681093454361
train,15,13.919349551200867
train,13,12.153085827827454
train,13,13.935104250907898
train,10,11.023075819015503
train,7,12.083823561668396
train,15,13.37558376789093
train,8,12.852349162101746
train,9,9.567663669586182
train,15,13.860061645507812
train,7,7.198163092136383
train,8,9.949193596839905
train,8,12.35443890094757
train,5,5.718213498592377
train,9,6.581461310386658
train,11,11.870414137840271
train,11,10.490463495254517
train,9,12.711342930793762
train,8,6.635952293872833
train,10,10.601680994033813
train,9,5.331471085548401
train,9,11.096100687980652
train,9,7.410706341266632
train,11,9.823812305927277
train,11,12.240904092788696
train,5,3.8532412722706795
train,5,6.431720525026321
train,9,8.552305400371552
train,7,11.633861660957336
train,10,10.295753598213196
train,8,10.345349192619324
train,4,5.435942351818085
train,9,14.105093121528625
train,9,11.199393272399902
train,7,9.671453595161438
train,11,13.965709924697876
train,10,10.500689029693604
train,6,9.586162090301514
train,6,7.292040824890137
train,5,6.607880890369415
train,8,8.147412955760956
train,11,12.988844275474548
train,17,11.652184009552002
train,11,10.098638772964478
train,15,14.287302732467651
train,7,9.834666192531586
train,11,12.429574131965637
train,5,6.656760513782501
train,17,12.126735091209412
train,8,7.725997686386108
train,5,5.035618811845779
train,10,9.757156908512115
train,11,11.235406279563904
train,17,13.321618914604187
train,17,13.422515749931335
train,8,10.32896113395691
train,11,13.079073309898376
train,8,9.01954573392868
train,9,7.886269629001617
train,15,12.320399403572083
train,17,13.416072845458984
train,17,9.366892218589783
train,9,12.849506974220276
train,7,10.737579464912415
train,13,10.769430994987488
train,6,5.656093627214432
train,8,8.899829626083374
train,13,10.082284927368164
train,15,12.893251299858093
train,15,13.23843777179718
train,7,9.54788851737976
train,7,8.197972774505615
train,7,10.345235705375671
train,8,9.158958554267883
train,10,9.074499011039734
train,4,4.58616416156292
train,4,5.642065852880478
train,10,10.19865357875824
train,8,7.796211242675781
train,13,10.905298590660095
train,15,13.835894703865051
train,17,12.27921438217163
train,6,11.63634169101715
train,15,13.615965604782104
train,5,6.314482778310776
train,11,11.829004645347595
train,11,12.106169700622559
train,9,8.571468889713287
train,13,12.115384697914124
train,7,6.111360013484955
train,6,5.050463110208511
train,7,10.49345088005066
train,7,9.46349573135376
train,6,7.630846977233887
train,5,6.559752285480499
train,11,10.098002910614014
train,17,12.798943400382996
train,8,8.80814278125763
train,7,10.541445136070251
train,8,9.005700707435608
train,7,8.668680310249329
train,9,10.81483006477356
train,13,8.407499015331268
train,7,6.790359199047089
train,8,8.384992241859436
train,7,9.134081900119781
train,13,8.280945718288422
train,8,11.34106957912445
train,8,12.395136594772339
train,15,11.300873398780823
train,11,9.174047350883484
train,6,6.914649844169617
train,9,8.90499496459961
train,9,9.737323760986328
train,9,7.817735850811005
train,15,13.316440224647522
train,9,8.247096061706543
train,13,13.900791049003601
train,5,7.039477467536926
train,15,14.019109010696411
train,8,8.51392251253128
train,13,11.788604021072388
train,9,10.018969893455505
train,11,12.096867084503174
train,8,8.29742431640625
train,9,9.000653862953186
train,9,7.966490089893341
train,9,9.590573072433472
train,7,6.400249928236008
train,10,9.069087505340576
train,9,12.160834670066833
train,6,7.467156231403351
train,8,4.817796319723129
train,6,7.02925568819046
train,7,6.950711667537689
train,10,10.373962998390198
train,10,9.25585412979126
train,9,8.89088374376297
train,11,11.223312377929688
train,10,9.650221049785614
train,17,12.497578859329224
train,4,5.130532741546631
train,8,8.879103183746338
train,5,6.2901685535907745
train,9,10.797437310218811
train,11,10.052399396896362
train,11,13.2591792345047
train,11,11.163724899291992
train,7,6.965789616107941
train,9,9.135614812374115
train,4,4.489852398633957
train,11,10.723777413368225
train,8,9.300398707389832
train,15,12.391620993614197
train,13,10.664366841316223
train,10,7.584549605846405
train,17,10.724664449691772
train,13,12.430638074874878
train,9,8.508509337902069
train,5,5.211500883102417
train,15,11.698854804039001
train,9,7.969804167747498
train,8,12.421573281288147
train,8,10.38709580898285
train,13,13.640286087989807
train,15,11.93841302394867
train,8,4.385696351528168
train,11,8.483600556850433
train,10,9.299575924873352
train,7,7.488310754299164
train,9,10.673490047454834
train,9,10.96396815776825
train,9,10.86709177494049
train,5,6.359354674816132
train,8,10.83535122871399
train,7,6.7881887555122375
train,6,7.961021423339844
train,13,10.181301712989807
train,17,11.747852087020874
train,7,8.843950927257538
train,9,9.073294043540955
train,11,11.407251834869385
train,10,8.646362543106079
train,15,14.153865098953247
train,10,12.053146123886108
train,13,8.917420148849487
train,8,9.972917437553406
train,5,6.058733642101288
train,11,12.313093662261963
train,15,13.10329282283783
train,6,7.8941903710365295
train,10,7.573404908180237
train,4,7.025090456008911
train,5,6.827600538730621
train,8,10.037555932998657
train,6,5.664334803819656
train,5,8.756193161010742
train,6,7.6763328313827515
train,7,7.388857543468475
train,6,8.967711687088013
train,10,9.216414391994476
train,11,8.529000461101532
train,13,14.22846794128418
train,17,14.553881764411926
train,4,6.693808674812317
train,5,7.087036550045013
train,7,10.274887800216675
train,11,13.590291619300842
train,13,13.998399257659912
train,10,10.638979077339172
train,8,8.093303322792053
train,6,11.300546288490295
train,15,14.7446129322052
train,6,7.377835512161255
train,5,4.029566392302513
train,8,10.622899770736694
train,11,12.098846435546875
train,15,15.016396522521973
train,11,13.898277640342712
train,8,12.217408061027527
train,6,5.965863525867462
train,13,12.084219932556152
train,11,12.874021887779236
train,15,13.122937798500061
train,7,7.985057353973389
train,6,6.036780536174774
train,7,7.495925664901733
train,17,13.356180787086487
train,10,8.545274198055267
train,13,7.48270857334137
train,5,7.175051331520081
train,15,12.73321008682251
train,11,12.834079384803772
train,7,6.447276830673218
train,9,8.230207324028015
train,4,6.0860068798065186
train,6,4.993213385343552
train,11,13.335253238677979
train,5,7.633329927921295
train,10,13.59305453300476
train,10,9.548626184463501
train,4,6.082571387290955
train,10,11.760709524154663
train,8,8.540211081504822
train,9,9.065477192401886
train,8,10.69072675704956
train,11,8.679425716400146
train,9,8.973500370979309
train,11,13.892469763755798
train,11,12.277700662612915
train,13,10.386667728424072
train,7,11.976568937301636
train,8,12.24497127532959
train,6,7.473089277744293
train,10,9.212693095207214
train,9,12.94630241394043
train,8,9.56047809123993
train,11,10.92292332649231
train,6,5.384139180183411
train,10,13.272321224212646
train,11,9.583538949489594
train,6,6.27831956744194
train,15,8.351313650608063
train,8,8.641127109527588
train,7,10.234914422035217
train,8,9.149684309959412
train,9,7.300123453140259
train,7,7.572431921958923
train,5,5.570262432098389
train,9,6.495477616786957
train,8,11.399949431419373
train,10,8.659534990787506
train,15,11.709908962249756
train,13,8.899605989456177
train,8,7.148696005344391
train,6,7.30088198184967
train,4,3.903303697705269
train,8,7.236578941345215
train,5,2.955199919641018
train,7,8.922182440757751
train,13,9.731642305850983
train,8,7.642672181129456
train,5,7.639714002609253
train,17,12.212793469429016
train,6,7.3472782373428345
train,11,12.251233100891113
train,6,8.096461355686188
train,17,11.090760111808777
train,5,6.535530686378479
train,13,9.19193410873413
train,7,6.8766491413116455
train,7,5.07566437125206
train,8,5.331049263477325
train,13,9.748256504535675
train,4,4.66770276427269
train,9,8.045012414455414
train,10,8.57651698589325
train,10,10.159170031547546
train,9,8.23468965291977
train,7,6.323702156543732
train,8,9.221874713897705
train,7,10.169106006622314
train,4,3.178317431360483
train,7,6.295699805021286
train,9,9.421104073524475
train,7,8.081856966018677
train,15,12.321702003479004
train,11,9.905248165130615
train,6,4.662076696753502
train,15,12.142201900482178
train,7,5.940855860710144
train,15,9.785643458366394
train,11,9.60898345708847
train,17,9.109968364238739
train,7,9.00786280632019
train,7,8.942990243434906
train,7,12.7818101644516
train,15,13.172914743423462
train,7,10.750558733940125
train,9,7.9613664746284485
train,10,8.677219808101654
train,7,8.235199093818665
train,15,10.999071598052979
train,7,9.35539162158966
train,7,13.032224774360657
train,5,6.987314224243164
train,9,8.663524150848389
train,15,10.21487808227539
train,6,6.335611432790756
train,11,10.527989387512207
